"Group_ID","Name","Peptide count","Unique peptide count","E value","COG accession","COG name","COG category","NOG accession","NOG name","NOG category","KEGG accession","KEGG name","GOBP accession","GOBP name","GOCC accession","GOCC name","GOMF accession","GOMF name","MS2 count CYC","MS2 count ADV","MS2 count MAL","LFQ intensity CYC","LFQ intensity ADV","LFQ intensity MAL",
"123","MC-6-2_GL0116124","4","4","0.0","COG0138","AICAR transformylase/IMP cyclohydrolase PurH(738)","Nucleotide transport and metabolism","COG0138","bifunctional purine biosynthesis protein PURH","Nucleotide transport and metabolism","00230","Purine metabolism ","GO:0009259; GO:0009117; GO:0046390; GO:0006753; GO:0019693; GO:0019438; GO:0044271; GO:0034641; GO:0019637; GO:0009987; GO:0055086; GO:1901576; GO:1901135; GO:0009058; GO:0009127; GO:0044238; GO:0044281; GO:0046040; GO:0006807; GO:0044710; GO:0006793; GO:0009152; GO:1901564; GO:0009260; GO:0009123; GO:0044249; GO:0009150; GO:0009126; GO:0034654; GO:0071704; GO:0009161; GO:0006139; GO:1901137; GO:0009167; GO:0006725; GO:1901293; GO:0072522; GO:1901360; GO:0006164; GO:1901566; GO:0006163; GO:0006188; GO:0009165; GO:0009124; GO:0072521; GO:0008152; GO:0006796; GO:0046483; GO:0090407; GO:0009168; GO:0006189; GO:0044237; GO:0009156; GO:0018130; GO:1901362 ","ribonucleotide metabolic process; nucleotide metabolic process; ribose phosphate biosynthetic process; nucleoside phosphate metabolic process; ribose phosphate metabolic process; aromatic compound biosynthetic process; cellular nitrogen compound biosynthetic process; cellular nitrogen compound metabolic process; organophosphate metabolic process; cellular process; nucleobase-containing small molecule metabolic process; organic substance biosynthetic process; carbohydrate derivative metabolic process; biosynthetic process; purine nucleoside monophosphate biosynthetic process; primary metabolic process; small molecule metabolic process; IMP metabolic process; nitrogen compound metabolic process; single-organism metabolic process; phosphorus metabolic process; purine ribonucleotide biosynthetic process; organonitrogen compound metabolic process; ribonucleotide biosynthetic process; nucleoside monophosphate metabolic process; cellular biosynthetic process; purine ribonucleotide metabolic process; purine nucleoside monophosphate metabolic process; nucleobase-containing compound biosynthetic process; organic substance metabolic process; ribonucleoside monophosphate metabolic process; nucleobase-containing compound metabolic process; carbohydrate derivative biosynthetic process; purine ribonucleoside monophosphate metabolic process; cellular aromatic compound metabolic process; nucleoside phosphate biosynthetic process; purine-containing compound biosynthetic process; organic cyclic compound metabolic process; purine nucleotide biosynthetic process; organonitrogen compound biosynthetic process; purine nucleotide metabolic process; IMP biosynthetic process; nucleotide biosynthetic process; nucleoside monophosphate biosynthetic process; purine-containing compound metabolic process; metabolic process; phosphate-containing compound metabolic process; heterocycle metabolic process; organophosphate biosynthetic process; purine ribonucleoside monophosphate biosynthetic process; 'de novo' IMP biosynthetic process; cellular metabolic process; ribonucleoside monophosphate biosynthetic process; heterocycle biosynthetic process; organic cyclic compound biosynthetic process ","","","GO:0003824; GO:0003937; GO:0004643; GO:0016740; GO:0016741; GO:0016742; GO:0016787; GO:0016810; GO:0016814; GO:0019238 ","catalytic activity; IMP cyclohydrolase activity; phosphoribosylaminoimidazolecarboxamide formyltransferase activity; transferase activity; transferase activity, transferring one-carbon groups; hydroxymethyl-, formyl- and related transferase activity; hydrolase activity; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines; cyclohydrolase activity ","0","0","0","2.3049E7","3.0284E7","2.1522E7",
"124","10_GL0031554","4","3","0.0","COG4206","Outer membrane cobalamin receptor protein(1750)","Coenzyme transport and metabolism","0ZT1Q","tonB-dependent Receptor","Inorganic ion transport and metabolism","","","GO:0051234; GO:0051179; GO:0006810 ","establishment of localization; localization; transport ","GO:0005886; GO:0071944; GO:0019867; GO:0005623; GO:0044464; GO:0030313; GO:0016020; GO:0030312; GO:0044462; GO:0009279; GO:0031975 ","plasma membrane; cell periphery; outer membrane; cell; cell part; cell envelope; membrane; external encapsulating structure; external encapsulating structure part; cell outer membrane; envelope ","GO:0004872; GO:0005215 ","receptor activity; transporter activity ","0","0","0","2.3429E7","1.3135E7","1.0641E7",
"125","S-Fe11_GL0113582","3","3","0.0","","","","0XZIB","Ragb susd domain-containing protein","Function unknown","","","","","","","","","0","0","0","1.9968E7","1.3172E7","0.0",
"126","MC-6-2_GL0090897","4","0","0.0","COG0346","Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme(1047)","Secondary metabolites biosynthesis, transport and catabolism","COG0346","glyoxalase bleomycin resistance protein dioxygenase","Amino acid transport and metabolism","00280","Valine, leucine and isoleucine degradation ","GO:0019439; GO:0009987; GO:0044710; GO:0044248; GO:0006725; GO:0009056; GO:0008152; GO:0055114; GO:0044237 ","aromatic compound catabolic process; cellular process; single-organism metabolic process; cellular catabolic process; cellular aromatic compound metabolic process; catabolic process; metabolic process; oxidation-reduction process; cellular metabolic process ","","","GO:0003824; GO:0004462; GO:0005488; GO:0005506; GO:0008198; GO:0016491; GO:0016701; GO:0016702; GO:0016829; GO:0016846; GO:0043167; GO:0043169; GO:0046872; GO:0046914; GO:0051213 ","catalytic activity; lactoylglutathione lyase activity; binding; iron ion binding; ferrous iron binding; oxidoreductase activity; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; lyase activity; carbon-sulfur lyase activity; ion binding; cation binding; metal ion binding; transition metal ion binding; dioxygenase activity ","0","0","0","0.0","7042900.0","7367900.0",
"127","10_GL0033348","5","3","0.0","COG4372","Uncharacterized conserved protein, contains DUF3084 domain(960)","Function unknown","11K11","(LipO)protein","Function unknown","","","","","","","","","0","0","0","1.7782E7","9718300.0","8058100.0",
"128","10_GL0033350","7","7","0.0","","","","10R7K","Ragb susd domain-containing protein","Function unknown","","","","","","","","","0","0","0","6.9797E7","4.0403E7","3.7997E7",
"129","G1-6A_GL0090631","1","1","0.0","COG0255","Ribosomal protein L29(487)","Translation, ribosomal structure and biogenesis","COG0255","50s ribosomal protein l29","Translation, ribosomal structure and biogenesis","03010","Ribosome ","GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0006412; GO:0009058; GO:0044238; GO:0044267; GO:0044249; GO:0071704; GO:0034645; GO:0019538; GO:0010467; GO:0008152; GO:0009059; GO:0044237 ","macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; translation; biosynthetic process; primary metabolic process; cellular protein metabolic process; cellular biosynthetic process; organic substance metabolic process; cellular macromolecule biosynthetic process; protein metabolic process; gene expression; metabolic process; macromolecule biosynthetic process; cellular metabolic process ","GO:0005840; GO:0032991; GO:0044444; GO:0044424; GO:0043228; GO:0043226; GO:0005623; GO:0044464; GO:0043229; GO:0030529; GO:0043232; GO:0005622; GO:0005737 ","ribosome; macromolecular complex; cytoplasmic part; intracellular part; non-membrane-bounded organelle; organelle; cell; cell part; intracellular organelle; ribonucleoprotein complex; intracellular non-membrane-bounded organelle; intracellular; cytoplasm ","GO:0003735; GO:0005198 ","structural constituent of ribosome; structural molecule activity ","0","0","0","4526800.0","4.1974E7","3.6121E7",
"130","1A-dyr2-07_GL0001248","2","2","0.0","COG0088","Ribosomal protein L4(632)","Translation, ribosomal structure and biogenesis","COG0088","One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity)","Translation, ribosomal structure and biogenesis","03010","Ribosome ","GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0006412; GO:0009058; GO:0044238; GO:0044267; GO:0044249; GO:0071704; GO:0034645; GO:0019538; GO:0010467; GO:0008152; GO:0009059; GO:0044237 ","macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; translation; biosynthetic process; primary metabolic process; cellular protein metabolic process; cellular biosynthetic process; organic substance metabolic process; cellular macromolecule biosynthetic process; protein metabolic process; gene expression; metabolic process; macromolecule biosynthetic process; cellular metabolic process ","GO:0005840; GO:0032991; GO:0044444; GO:0044424; GO:0043228; GO:0043226; GO:0005623; GO:0044464; GO:0043229; GO:0030529; GO:0043232; GO:0005622; GO:0005737 ","ribosome; macromolecular complex; cytoplasmic part; intracellular part; non-membrane-bounded organelle; organelle; cell; cell part; intracellular organelle; ribonucleoprotein complex; intracellular non-membrane-bounded organelle; intracellular; cytoplasm ","GO:0003676; GO:0003723; GO:0003735; GO:0005198; GO:0005488; GO:0019843; GO:0097159; GO:1901363 ","nucleic acid binding; RNA binding; structural constituent of ribosome; structural molecule activity; binding; rRNA binding; organic cyclic compound binding; heterocyclic compound binding ","0","0","0","0.0","7536700.0","8836400.0",
"131","10_GL0035957","18","0","0.0","COG0057","Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase(698)","Carbohydrate transport and metabolism","COG0057","glyceraldehyde3phosphate dehydrogenase","Carbohydrate transport and metabolism","00010","Glycolysis / Gluconeogenesis ","GO:0042822; GO:0019637; GO:0009987; GO:0019318; GO:1901576; GO:0009058; GO:0046365; GO:0044238; GO:0044281; GO:0044710; GO:0006793; GO:0044723; GO:0044249; GO:0051186; GO:0071704; GO:0005975; GO:0042823; GO:0051188; GO:0044724; GO:0005996; GO:0009056; GO:0006007; GO:0006732; GO:0019320; GO:0016052; GO:0006006; GO:0008152; GO:0009108; GO:0006796; GO:0006091; GO:1901575; GO:0090407; GO:0055114; GO:0006096; GO:0044237 ","pyridoxal phosphate metabolic process; organophosphate metabolic process; cellular process; hexose metabolic process; organic substance biosynthetic process; biosynthetic process; monosaccharide catabolic process; primary metabolic process; small molecule metabolic process; single-organism metabolic process; phosphorus metabolic process; single-organism carbohydrate metabolic process; cellular biosynthetic process; cofactor metabolic process; organic substance metabolic process; carbohydrate metabolic process; pyridoxal phosphate biosynthetic process; cofactor biosynthetic process; single-organism carbohydrate catabolic process; monosaccharide metabolic process; catabolic process; glucose catabolic process; coenzyme metabolic process; hexose catabolic process; carbohydrate catabolic process; glucose metabolic process; metabolic process; coenzyme biosynthetic process; phosphate-containing compound metabolic process; generation of precursor metabolites and energy; organic substance catabolic process; organophosphate biosynthetic process; oxidation-reduction process; glycolysis; cellular metabolic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0000166; GO:0003824; GO:0004365; GO:0005488; GO:0016491; GO:0016620; GO:0016903; GO:0036094; GO:0048001; GO:0048037; GO:0050661; GO:0050662; GO:0051287; GO:0097159; GO:1901265; GO:1901363 ","nucleotide binding; catalytic activity; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity; binding; oxidoreductase activity; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; oxidoreductase activity, acting on the aldehyde or oxo group of donors; small molecule binding; erythrose-4-phosphate dehydrogenase activity; cofactor binding; NADP binding; coenzyme binding; NAD binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","9.9184E8","1.5658E9","1.5149E9",
"132","10_GL0036257","7","2","0.0","COG0653","Preprotein translocase subunit SecA (ATPase, RNA helicase)(1311)","Intracellular trafficking, secretion, and vesicular transport","COG0653","Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving","Intracellular trafficking, secretion, and vesicular transport","03060","Protein export ","GO:0065002; GO:0070727; GO:0045184; GO:0044699; GO:0051641; GO:0017038; GO:0044765; GO:0009987; GO:0071806; GO:0015031; GO:0055085; GO:0033036; GO:0008104; GO:0051234; GO:0006886; GO:0051179; GO:0071702; GO:0006810; GO:0046907; GO:0044763; GO:0008152; GO:0051649; GO:0034613; GO:0006605 ","intracellular protein transmembrane transport; cellular macromolecule localization; establishment of protein localization; single-organism process; cellular localization; protein import; single-organism transport; cellular process; protein transmembrane transport; protein transport; transmembrane transport; macromolecule localization; protein localization; establishment of localization; intracellular protein transport; localization; organic substance transport; transport; intracellular transport; single-organism cellular process; metabolic process; establishment of localization in cell; cellular protein localization; protein targeting ","GO:0005886; GO:0071944; GO:0044424; GO:0005623; GO:0044464; GO:0016020; GO:0005622; GO:0005737 ","plasma membrane; cell periphery; intracellular part; cell; cell part; membrane; intracellular; cytoplasm ","GO:0000166; GO:0001882; GO:0001883; GO:0003676; GO:0003824; GO:0004386; GO:0005488; GO:0005524; GO:0016462; GO:0016787; GO:0016817; GO:0016818; GO:0017076; GO:0017111; GO:0030554; GO:0032549; GO:0032550; GO:0032553; GO:0032555; GO:0032559; GO:0035639; GO:0036094; GO:0043167; GO:0043168; GO:0043169; GO:0046872; GO:0097159; GO:1901265; GO:1901363 ","nucleotide binding; nucleoside binding; purine nucleoside binding; nucleic acid binding; catalytic activity; helicase activity; binding; ATP binding; pyrophosphatase activity; hydrolase activity; hydrolase activity, acting on acid anhydrides; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; purine nucleotide binding; nucleoside-triphosphatase activity; adenyl nucleotide binding; ribonucleoside binding; purine ribonucleoside binding; ribonucleotide binding; purine ribonucleotide binding; adenyl ribonucleotide binding; purine ribonucleoside triphosphate binding; small molecule binding; ion binding; anion binding; cation binding; metal ion binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","0.0","0.0","7602900.0",
"133","10_GL0036262","3","2","0.0","COG0457","Tetratricopeptide (TPR) repeat(3276)","General function prediction only","0XNQI","domain protein","Function unknown","","","","","","","","","0","0","0","2.701E7","2.8432E7","5.4969E7",
"134","10_GL0036265","7","6","0.0","COG0760","Parvulin-like peptidyl-prolyl isomerase(1017)","Posttranslational modification, protein turnover, chaperones","0XT59","peptidylprolyl cistrans isomerase","Posttranslational modification, protein turnover, chaperones","","","GO:0036211; GO:0043170; GO:0018193; GO:0009987; GO:0044260; GO:0043412; GO:0044238; GO:0006464; GO:0044267; GO:0071704; GO:0006457; GO:0019538; GO:0018208; GO:0000413; GO:0008152; GO:0044237 ","protein modification process; macromolecule metabolic process; peptidyl-amino acid modification; cellular process; cellular macromolecule metabolic process; macromolecule modification; primary metabolic process; cellular protein modification process; cellular protein metabolic process; organic substance metabolic process; protein folding; protein metabolic process; peptidyl-proline modification; protein peptidyl-prolyl isomerization; metabolic process; cellular metabolic process ","","","GO:0003755; GO:0003824; GO:0016853; GO:0016859 ","peptidyl-prolyl cis-trans isomerase activity; catalytic activity; isomerase activity; cis-trans isomerase activity ","0","0","0","5.3483E7","5.8224E7","5.5587E7",
"135","MH-6-2_GL0083612","8","1","0.0","COG0149","Triosephosphate isomerase(775)","Carbohydrate transport and metabolism","COG0149","triosephosphate isomerase","Carbohydrate transport and metabolism","00010","Glycolysis / Gluconeogenesis ","GO:0009117; GO:0019362; GO:0006753; GO:0034641; GO:0019637; GO:0046364; GO:0009987; GO:0055086; GO:0019318; GO:1901576; GO:0006740; GO:0009058; GO:0046365; GO:0006739; GO:0044238; GO:0044281; GO:0006807; GO:0044710; GO:0006094; GO:0006793; GO:0044723; GO:1901564; GO:0051186; GO:0071704; GO:0006139; GO:0046496; GO:0005975; GO:0006733; GO:0006725; GO:0016051; GO:0044724; GO:0005996; GO:0009056; GO:0006007; GO:0006732; GO:1901360; GO:0019320; GO:0016052; GO:0006006; GO:0006098; GO:0072524; GO:0008152; GO:0016310; GO:0006796; GO:0046483; GO:0006091; GO:1901575; GO:0055114; GO:0006096; GO:0044237; GO:0019319 ","nucleotide metabolic process; pyridine nucleotide metabolic process; nucleoside phosphate metabolic process; cellular nitrogen compound metabolic process; organophosphate metabolic process; monosaccharide biosynthetic process; cellular process; nucleobase-containing small molecule metabolic process; hexose metabolic process; organic substance biosynthetic process; NADPH regeneration; biosynthetic process; monosaccharide catabolic process; NADP metabolic process; primary metabolic process; small molecule metabolic process; nitrogen compound metabolic process; single-organism metabolic process; gluconeogenesis; phosphorus metabolic process; single-organism carbohydrate metabolic process; organonitrogen compound metabolic process; cofactor metabolic process; organic substance metabolic process; nucleobase-containing compound metabolic process; nicotinamide nucleotide metabolic process; carbohydrate metabolic process; oxidoreduction coenzyme metabolic process; cellular aromatic compound metabolic process; carbohydrate biosynthetic process; single-organism carbohydrate catabolic process; monosaccharide metabolic process; catabolic process; glucose catabolic process; coenzyme metabolic process; organic cyclic compound metabolic process; hexose catabolic process; carbohydrate catabolic process; glucose metabolic process; pentose-phosphate shunt; pyridine-containing compound metabolic process; metabolic process; phosphorylation; phosphate-containing compound metabolic process; heterocycle metabolic process; generation of precursor metabolites and energy; organic substance catabolic process; oxidation-reduction process; glycolysis; cellular metabolic process; hexose biosynthetic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0000166; GO:0001882; GO:0001883; GO:0003824; GO:0004618; GO:0004807; GO:0005488; GO:0005524; GO:0016301; GO:0016740; GO:0016772; GO:0016774; GO:0016853; GO:0016860; GO:0016861; GO:0017076; GO:0030554; GO:0032549; GO:0032550; GO:0032553; GO:0032555; GO:0032559; GO:0035639; GO:0036094; GO:0043167; GO:0043168; GO:0097159; GO:1901265; GO:1901363 ","nucleotide binding; nucleoside binding; purine nucleoside binding; catalytic activity; phosphoglycerate kinase activity; triose-phosphate isomerase activity; binding; ATP binding; kinase activity; transferase activity; transferase activity, transferring phosphorus-containing groups; phosphotransferase activity, carboxyl group as acceptor; isomerase activity; intramolecular oxidoreductase activity; intramolecular oxidoreductase activity, interconverting aldoses and ketoses; purine nucleotide binding; adenyl nucleotide binding; ribonucleoside binding; purine ribonucleoside binding; ribonucleotide binding; purine ribonucleotide binding; adenyl ribonucleotide binding; purine ribonucleoside triphosphate binding; small molecule binding; ion binding; anion binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","1.2862E7","0.0","0.0",
"136","1-1_GL0081149","2","2","0.0","COG0233","Ribosome recycling factor(586)","Translation, ribosomal structure and biogenesis","COG0233","Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another (By similarity)","Translation, ribosomal structure and biogenesis","","","GO:0044699; GO:0071840; GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0006412; GO:0009058; GO:0043933; GO:0016043; GO:0044238; GO:0044267; GO:0044249; GO:0071704; GO:0043624; GO:0034645; GO:0019538; GO:0043241; GO:0006415; GO:0010467; GO:0022411; GO:0032984; GO:0044763; GO:0008152; GO:0071822; GO:0009059; GO:0044237 ","single-organism process; cellular component organization or biogenesis; macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; translation; biosynthetic process; macromolecular complex subunit organization; cellular component organization; primary metabolic process; cellular protein metabolic process; cellular biosynthetic process; organic substance metabolic process; cellular protein complex disassembly; cellular macromolecule biosynthetic process; protein metabolic process; protein complex disassembly; translational termination; gene expression; cellular component disassembly; macromolecular complex disassembly; single-organism cellular process; metabolic process; protein complex subunit organization; macromolecule biosynthetic process; cellular metabolic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","","","0","0","0","1.1308E7","1.6942E7","0.0",
"137","10_GL0037279","4","2","0.0","COG4783","Putative Zn-dependent protease, contains TPR repeats(359)","General function prediction only","0ZZY0","domain protein","Function unknown","","","","","","","","","0","0","0","0.0","9439900.0","5094600.0",
"138","10_GL0037745","2","2","0.0","COG0071","Molecular chaperone IbpA, HSP20 family(377)","Posttranslational modification, protein turnover, chaperones","COG0071","response to heat","Posttranslational modification, protein turnover, chaperones","04141","Protein processing in endoplasmic reticulum ","GO:0006950; GO:0050896 ","response to stress; response to stimulus ","","","","","0","0","0","8998800.0","1.7396E7","1.4658E7",
"139","10_GL0037853","4","1","0.0","COG0745","DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain(12347)","Signal transduction mechanisms","0XPTB","Two component Transcriptional regulator, winged helix family","Signal transduction mechanisms","","","GO:0090304; GO:0023052; GO:0060255; GO:0044699; GO:0019438; GO:0019222; GO:0035556; GO:0044271; GO:0034641; GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0009058; GO:0065007; GO:0044238; GO:0050794; GO:0044700; GO:0006807; GO:0051252; GO:0006351; GO:0050789; GO:0051716; GO:0044249; GO:0016070; GO:0034654; GO:0071704; GO:0006139; GO:0010468; GO:0034645; GO:0006725; GO:0031323; GO:0032774; GO:1901360; GO:0080090; GO:0050896; GO:0010467; GO:0044763; GO:0031326; GO:0008152; GO:0000160; GO:0051171; GO:0046483; GO:0009059; GO:0007165; GO:0006355; GO:2000112; GO:0010556; GO:0019219; GO:0007154; GO:0009889; GO:0044237; GO:2001141; GO:0018130; GO:1901362 ","nucleic acid metabolic process; signaling; regulation of macromolecule metabolic process; single-organism process; aromatic compound biosynthetic process; regulation of metabolic process; intracellular signal transduction; cellular nitrogen compound biosynthetic process; cellular nitrogen compound metabolic process; macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; biosynthetic process; biological regulation; primary metabolic process; regulation of cellular process; single organism signaling; nitrogen compound metabolic process; regulation of RNA metabolic process; transcription, DNA-dependent; regulation of biological process; cellular response to stimulus; cellular biosynthetic process; RNA metabolic process; nucleobase-containing compound biosynthetic process; organic substance metabolic process; nucleobase-containing compound metabolic process; regulation of gene expression; cellular macromolecule biosynthetic process; cellular aromatic compound metabolic process; regulation of cellular metabolic process; RNA biosynthetic process; organic cyclic compound metabolic process; regulation of primary metabolic process; response to stimulus; gene expression; single-organism cellular process; regulation of cellular biosynthetic process; metabolic process; phosphorelay signal transduction system; regulation of nitrogen compound metabolic process; heterocycle metabolic process; macromolecule biosynthetic process; signal transduction; regulation of transcription, DNA-dependent; regulation of cellular macromolecule biosynthetic process; regulation of macromolecule biosynthetic process; regulation of nucleobase-containing compound metabolic process; cell communication; regulation of biosynthetic process; cellular metabolic process; regulation of RNA biosynthetic process; heterocycle biosynthetic process; organic cyclic compound biosynthetic process ","","","GO:0000156; GO:0003676; GO:0003677; GO:0004871; GO:0005488; GO:0060089; GO:0097159; GO:1901363 ","phosphorelay response regulator activity; nucleic acid binding; DNA binding; signal transducer activity; binding; molecular transducer activity; organic cyclic compound binding; heterocyclic compound binding ","0","0","0","4814700.0","3747400.0","2834200.0",
"140","10_GL0037862","9","7","0.0","COG1109","Phosphomannomutase(2010)","Carbohydrate transport and metabolism","COG1109","Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity)","Carbohydrate transport and metabolism","00010","Glycolysis / Gluconeogenesis ","GO:0044238; GO:0071704; GO:0005975; GO:0008152 ","primary metabolic process; organic substance metabolic process; carbohydrate metabolic process; metabolic process ","","","GO:0000287; GO:0003824; GO:0004610; GO:0004614; GO:0004615; GO:0005488; GO:0008966; GO:0016853; GO:0016866; GO:0016868; GO:0043167; GO:0043169; GO:0046872 ","magnesium ion binding; catalytic activity; phosphoacetylglucosamine mutase activity; phosphoglucomutase activity; phosphomannomutase activity; binding; phosphoglucosamine mutase activity; isomerase activity; intramolecular transferase activity; intramolecular transferase activity, phosphotransferases; ion binding; cation binding; metal ion binding ","0","0","0","2.1139E7","4.2322E7","4.3165E7",
"141","10_GL0069122","6","3","0.0","COG0450","Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)(177)","Defense mechanisms","COG0450","alkyl hydroperoxide reductase","Posttranslational modification, protein turnover, chaperones","","","GO:0044699; GO:0006950; GO:0009987; GO:0045454; GO:0065007; GO:0050794; GO:0044710; GO:0042592; GO:0050789; GO:0019725; GO:0065008; GO:0050896; GO:0044763; GO:0008152; GO:0055114; GO:0006979 ","single-organism process; response to stress; cellular process; cell redox homeostasis; biological regulation; regulation of cellular process; single-organism metabolic process; homeostatic process; regulation of biological process; cellular homeostasis; regulation of biological quality; response to stimulus; single-organism cellular process; metabolic process; oxidation-reduction process; response to oxidative stress ","","","GO:0003824; GO:0004601; GO:0016209; GO:0016491; GO:0016684; GO:0016705; GO:0051920 ","catalytic activity; peroxidase activity; antioxidant activity; oxidoreductase activity; oxidoreductase activity, acting on peroxide as acceptor; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; peroxiredoxin activity ","0","0","0","7.9621E7","9.3592E7","7.4502E7",
"142","Group2-5A_GL0113847","1","1","0.0","COG1544","Ribosome-associated translation inhibitor RaiA(528)","Translation, ribosomal structure and biogenesis","124EG","Ribosomal subunit interface protein","Function unknown","","","GO:0044238; GO:0008152 ","primary metabolic process; metabolic process ","GO:0005840; GO:0032991; GO:0044444; GO:0044424; GO:0043228; GO:0043226; GO:0005623; GO:0044464; GO:0043229; GO:0030529; GO:0043232; GO:0005622; GO:0005737 ","ribosome; macromolecular complex; cytoplasmic part; intracellular part; non-membrane-bounded organelle; organelle; cell; cell part; intracellular organelle; ribonucleoprotein complex; intracellular non-membrane-bounded organelle; intracellular; cytoplasm ","","","0","0","0","4847100.0","3796900.0","3942000.0",
"143","2A-dyr13-06_GL0054628","1","1","0.0","COG0244","Ribosomal protein L10(604)","Translation, ribosomal structure and biogenesis","COG0244","50s ribosomal protein L10","Translation, ribosomal structure and biogenesis","03010","Ribosome ","GO:0044085; GO:0071840; GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0006412; GO:0009058; GO:0044238; GO:0044267; GO:0044249; GO:0071704; GO:0034645; GO:0019538; GO:0022613; GO:0006414; GO:0010467; GO:0008152; GO:0009059; GO:0042254; GO:0044237 ","cellular component biogenesis; cellular component organization or biogenesis; macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; translation; biosynthetic process; primary metabolic process; cellular protein metabolic process; cellular biosynthetic process; organic substance metabolic process; cellular macromolecule biosynthetic process; protein metabolic process; ribonucleoprotein complex biogenesis; translational elongation; gene expression; metabolic process; macromolecule biosynthetic process; ribosome biogenesis; cellular metabolic process ","GO:0005840; GO:0032991; GO:0044444; GO:0044424; GO:0043228; GO:0043226; GO:0005623; GO:0044464; GO:0043229; GO:0030529; GO:0043232; GO:0005622; GO:0005737 ","ribosome; macromolecular complex; cytoplasmic part; intracellular part; non-membrane-bounded organelle; organelle; cell; cell part; intracellular organelle; ribonucleoprotein complex; intracellular non-membrane-bounded organelle; intracellular; cytoplasm ","GO:0003735; GO:0005198 ","structural constituent of ribosome; structural molecule activity ","0","0","0","6.6868E7","0.0","0.0",
